floors,bathrooms,kitchens,location,quality,cost
4.0,4.0,3.0,0,2,520875.34
2.0,7.0,1.0,0,1,436935.61
6.0,1.0,1.0,1,1,229285.45
2.0,6.0,2.0,0,0,253519.35
8.0,6.0,1.0,0,1,1286499.54
8.0,6.0,4.0,0,2,1724898.44
3.0,4.0,3.0,0,2,578250.37
2.0,5.0,4.0,0,0,263002.54
7.0,6.0,2.0,2,2,2597595.95
3.0,5.0,4.0,2,0,565192.16
3.0,6.0,2.0,0,1,562968.47
8.0,6.0,1.0,2,2,2951005.86
7.0,6.0,4.0,2,0,1679878.5
1.0,5.0,2.0,0,0,130384.8
2.0,1.0,1.0,1,2,111217.49
1.0,7.0,3.0,0,2,330689.89
8.0,1.0,3.0,2,1,475396.35
8.0,1.0,1.0,0,2,312416.27
3.0,4.0,1.0,2,0,424533.04
9.0,3.0,3.0,2,1,1253864.03
2.0,7.0,2.0,2,0,498198.87
5.0,4.0,3.0,0,2,766656.01
5.0,3.0,4.0,2,1,763821.63
4.0,4.0,3.0,0,2,649421.36
1.0,5.0,2.0,2,1,257939.58
5.0,6.0,1.0,1,2,1441490.85
9.0,2.0,4.0,2,0,670443.84
5.0,2.0,2.0,2,1,481141.87
2.0,3.0,4.0,0,0,174206.16
3.0,2.0,1.0,2,0,215863.05
3.0,1.0,4.0,2,2,296895.38
1.0,4.0,3.0,2,0,199187.87
9.0,4.0,1.0,2,2,2040509.13
2.0,2.0,4.0,0,2,259583.94
4.0,7.0,2.0,0,2,952510.26
7.0,6.0,2.0,2,2,2545406.57
9.0,6.0,3.0,1,1,2215755.63
7.0,1.0,2.0,0,0,171007.68
6.0,3.0,4.0,0,0,419671.5
7.0,4.0,4.0,0,0,678264.18
2.0,2.0,2.0,2,1,241713.37
1.0,5.0,1.0,1,0,148489.19
6.0,1.0,2.0,2,2,423691.95
6.0,5.0,1.0,0,1,797513.73
1.0,2.0,3.0,1,0,103020.46
4.0,5.0,2.0,2,1,884784.96
4.0,2.0,2.0,2,1,401686.07
5.0,3.0,3.0,2,2,1036020.06
8.0,3.0,4.0,1,1,898324.11
4.0,4.0,3.0,1,2,784771.81
8.0,1.0,4.0,0,2,372339.12
1.0,1.0,2.0,2,0,75615.6
5.0,1.0,1.0,0,1,168558.66
6.0,2.0,2.0,0,1,312650.06
6.0,4.0,2.0,2,0,928852.51
9.0,4.0,3.0,0,1,964466.58
8.0,7.0,2.0,1,2,2767494.42
2.0,4.0,4.0,0,1,274290.67
4.0,5.0,2.0,0,0,365343.37
4.0,6.0,1.0,1,2,1203104.95
1.0,1.0,2.0,0,2,85239.95
1.0,1.0,4.0,1,1,138939.42
4.0,5.0,4.0,0,2,856073.85
2.0,7.0,2.0,0,2,585433.89
1.0,6.0,4.0,0,1,239463.27
5.0,5.0,3.0,1,1,1052765.62
4.0,1.0,4.0,2,1,259888.2
4.0,2.0,4.0,1,1,361262.4
1.0,3.0,2.0,2,1,221416.26
5.0,3.0,1.0,2,0,532039.86
3.0,4.0,2.0,0,1,392774.84
9.0,6.0,1.0,0,2,2289836.16
2.0,1.0,4.0,2,2,304002.36
2.0,4.0,2.0,2,2,569991.21
5.0,4.0,2.0,0,2,803589.79
5.0,3.0,1.0,1,1,605817.97
7.0,5.0,2.0,2,1,1715336.55
5.0,4.0,1.0,2,0,675094.98
4.0,1.0,2.0,1,1,195292.65
4.0,5.0,1.0,1,0,518062.69
1.0,5.0,3.0,2,1,338269.52
1.0,2.0,3.0,2,2,236373.3
9.0,6.0,2.0,1,1,2072853.24
3.0,4.0,3.0,1,2,697926.73
7.0,7.0,3.0,0,1,1389834.41
5.0,5.0,1.0,2,1,1278349.61
7.0,2.0,2.0,2,1,733095.88
8.0,5.0,4.0,2,0,1459059.59
1.0,2.0,3.0,1,2,170840.96
1.0,6.0,2.0,0,1,212825.16
7.0,7.0,3.0,1,1,1875720.71
7.0,2.0,4.0,2,0,597745.92
6.0,7.0,3.0,2,2,2430594.54
2.0,6.0,2.0,1,0,312908.26
5.0,2.0,4.0,1,0,327302.22
9.0,2.0,4.0,2,2,1210368.37
4.0,5.0,2.0,0,1,594871.4
9.0,6.0,2.0,0,1,1504607.87
3.0,1.0,4.0,2,0,193531.68
9.0,3.0,3.0,2,2,1751767.36
1.0,7.0,3.0,2,2,485433.19
6.0,6.0,2.0,1,1,1188995.33
4.0,7.0,1.0,1,0,709405.1
9.0,2.0,1.0,0,2,604489.86
5.0,2.0,3.0,2,2,758456.82
1.0,5.0,4.0,0,2,284539.19
5.0,3.0,1.0,1,0,449427.13
4.0,1.0,1.0,2,2,230400.54
7.0,3.0,3.0,0,2,722465.26
2.0,1.0,3.0,2,2,241529.81
3.0,1.0,3.0,1,1,174513.15
6.0,2.0,2.0,2,1,531106.26
4.0,4.0,3.0,1,2,864840.71
1.0,5.0,4.0,0,1,200885.3
9.0,3.0,1.0,2,1,1288141.65
3.0,1.0,1.0,1,0,99672.82
1.0,4.0,2.0,2,0,189011.69
7.0,5.0,3.0,0,1,963953.96
6.0,4.0,3.0,0,2,949194.88
3.0,6.0,2.0,0,1,605009.23
1.0,3.0,2.0,2,2,250790.84
8.0,6.0,1.0,2,1,2301227.19
7.0,1.0,1.0,1,2,360722.65
9.0,6.0,4.0,1,1,2124517.46
7.0,7.0,3.0,1,2,2601365.02
8.0,7.0,1.0,0,2,2236921.26
2.0,7.0,3.0,0,1,454891.39
2.0,4.0,1.0,2,0,288635.92
1.0,5.0,3.0,0,0,156298.34
3.0,2.0,1.0,0,2,241392.74
7.0,3.0,2.0,2,2,1317026.13
1.0,7.0,2.0,1,2,392215.41
7.0,5.0,1.0,1,1,1134919.03
8.0,4.0,3.0,0,0,715821.56
2.0,3.0,1.0,2,1,320537.74
7.0,2.0,1.0,2,2,829099.44
6.0,2.0,1.0,2,2,791746.82
4.0,7.0,2.0,0,2,1103831.21
7.0,1.0,3.0,1,0,218555.37
5.0,1.0,1.0,0,0,124086.88
5.0,7.0,4.0,1,0,893830.16
1.0,7.0,3.0,1,2,442755.19
8.0,7.0,3.0,2,2,3770987.5
7.0,1.0,4.0,1,1,362416.56
6.0,7.0,1.0,2,1,1818300.92
7.0,3.0,1.0,0,1,646008.74
2.0,5.0,4.0,1,2,580436.91
4.0,3.0,4.0,0,1,463122.67
7.0,5.0,2.0,0,0,736850.01
7.0,2.0,3.0,1,2,782706.23
2.0,5.0,2.0,1,1,381249.33
1.0,4.0,3.0,1,0,153660.61
9.0,4.0,3.0,0,1,1138142.58
2.0,5.0,1.0,2,0,311962.67
6.0,1.0,1.0,2,1,291279.5
8.0,5.0,4.0,1,2,1889791.1
3.0,7.0,1.0,2,0,722052.4
4.0,6.0,3.0,2,1,1114593.88
8.0,4.0,1.0,1,1,1228258.22
5.0,4.0,4.0,1,1,820721.64
2.0,5.0,3.0,0,1,372167.75
9.0,6.0,1.0,1,0,1323750.07
6.0,4.0,4.0,2,1,1225656.09
2.0,7.0,2.0,1,1,503992.03
6.0,1.0,1.0,0,1,160524.0
6.0,4.0,1.0,2,1,1210505.86
6.0,5.0,4.0,1,2,1541793.69
6.0,4.0,1.0,0,2,789323.32
4.0,1.0,4.0,2,0,208688.93
9.0,7.0,2.0,0,0,1361083.48
9.0,2.0,2.0,0,2,700679.23
8.0,2.0,2.0,0,2,711107.99
7.0,6.0,2.0,0,1,1317593.57
6.0,5.0,3.0,1,1,1057648.92
6.0,5.0,2.0,1,1,1107136.22
2.0,3.0,3.0,0,2,314710.36
1.0,3.0,3.0,2,1,274338.66
8.0,4.0,3.0,2,0,1002922.65
9.0,3.0,4.0,1,0,758119.56
5.0,6.0,2.0,0,2,1112985.88
3.0,3.0,1.0,2,0,295624.21
5.0,2.0,2.0,2,2,655695.44
9.0,4.0,2.0,1,2,1677272.99
4.0,1.0,1.0,2,2,309392.79
9.0,4.0,2.0,1,2,1388423.23
7.0,2.0,2.0,2,2,904842.53
6.0,3.0,3.0,0,0,379894.4
3.0,7.0,4.0,1,1,902188.68
6.0,3.0,3.0,1,2,911757.27
2.0,2.0,2.0,1,1,175522.08
1.0,1.0,2.0,0,2,88477.54
4.0,3.0,3.0,1,2,585147.66
7.0,2.0,1.0,2,1,689182.89
4.0,5.0,2.0,1,2,906471.27
1.0,6.0,4.0,0,2,329694.83
4.0,5.0,4.0,0,1,750073.19
8.0,4.0,1.0,1,2,1509194.99
4.0,3.0,4.0,2,1,657842.03
6.0,4.0,3.0,0,1,766417.06
8.0,4.0,3.0,2,1,1659408.04
2.0,2.0,4.0,2,1,284476.73
1.0,4.0,2.0,1,2,246447.96
5.0,5.0,2.0,2,0,897620.46
5.0,7.0,2.0,1,2,1667296.81
2.0,1.0,2.0,1,2,148715.6
8.0,1.0,2.0,1,1,317849.02
7.0,1.0,2.0,2,0,284588.84
8.0,7.0,4.0,1,0,1424184.27
3.0,7.0,4.0,2,1,1080700.3
1.0,2.0,2.0,2,1,161166.74
5.0,5.0,4.0,0,2,1033545.91
4.0,1.0,1.0,1,1,172975.29
5.0,7.0,2.0,1,2,1698251.23
7.0,1.0,1.0,0,2,285557.48
7.0,5.0,1.0,0,1,1047181.73
3.0,5.0,2.0,1,0,419482.72
1.0,3.0,1.0,2,2,208958.15
6.0,4.0,2.0,2,1,1181564.43
5.0,2.0,3.0,2,0,369210.82
8.0,4.0,2.0,1,2,1523197.54
7.0,1.0,3.0,0,2,334243.73
7.0,5.0,3.0,0,1,908368.61
5.0,6.0,3.0,2,0,944255.76
8.0,2.0,1.0,2,0,516429.62
1.0,2.0,3.0,2,1,165286.42
1.0,5.0,4.0,2,1,340139.2
8.0,6.0,1.0,1,2,2143029.98
7.0,2.0,3.0,2,1,705470.7
6.0,5.0,4.0,1,0,769569.08
6.0,3.0,2.0,1,2,938263.71
7.0,4.0,1.0,0,1,858334.81
4.0,1.0,3.0,0,0,126047.97
9.0,2.0,1.0,0,1,550498.96
5.0,2.0,3.0,2,0,385479.77
6.0,7.0,4.0,0,0,894631.29
3.0,2.0,3.0,2,2,481373.34
1.0,5.0,3.0,1,2,336202.73
8.0,2.0,4.0,2,2,1080580.77
2.0,2.0,2.0,2,1,278809.32
2.0,1.0,3.0,1,0,115142.5
4.0,5.0,4.0,1,2,1021866.73
1.0,4.0,2.0,2,0,167146.86
9.0,2.0,1.0,2,2,994427.35
9.0,4.0,1.0,1,0,985782.9
5.0,1.0,1.0,1,0,135763.38
4.0,3.0,3.0,2,0,451346.14
9.0,5.0,2.0,1,2,1942539.37
7.0,7.0,3.0,2,1,2143491.77
4.0,5.0,4.0,2,0,738931.46
9.0,6.0,2.0,2,0,1634273.38
4.0,3.0,1.0,0,1,426364.62
8.0,4.0,3.0,0,2,1216055.98
2.0,1.0,4.0,0,2,155613.78
1.0,5.0,3.0,1,1,223862.54
1.0,1.0,3.0,2,2,179669.94
6.0,2.0,4.0,1,2,580576.77
1.0,6.0,4.0,2,1,411035.02
1.0,6.0,1.0,0,2,259207.34
6.0,5.0,2.0,1,1,1215383.17
3.0,1.0,3.0,2,0,174965.15
2.0,5.0,1.0,1,2,533511.31
7.0,5.0,4.0,1,1,1432621.97
8.0,1.0,1.0,2,2,499939.27
9.0,5.0,1.0,2,2,2886644.97
9.0,6.0,3.0,0,2,2119592.31
2.0,4.0,2.0,1,0,246301.84
8.0,6.0,3.0,0,2,1900932.84
1.0,5.0,1.0,1,0,142286.99
4.0,1.0,4.0,0,1,182814.76
7.0,3.0,4.0,0,2,888306.02
8.0,1.0,2.0,2,0,315322.47
8.0,1.0,4.0,1,0,282488.7
8.0,4.0,4.0,2,0,1163015.53
7.0,4.0,4.0,0,1,851440.03
3.0,1.0,2.0,1,0,107949.2
1.0,5.0,3.0,0,1,174901.79
9.0,3.0,3.0,0,0,579411.95
2.0,7.0,2.0,1,0,418355.89
8.0,6.0,4.0,1,0,1307793.59
7.0,3.0,4.0,0,0,386803.51
4.0,7.0,3.0,1,0,790059.31
6.0,2.0,1.0,1,1,411587.68
9.0,7.0,4.0,1,2,2556780.71
4.0,6.0,1.0,0,1,738809.71
2.0,1.0,2.0,2,2,190578.87
4.0,7.0,4.0,1,1,1063506.23
7.0,4.0,1.0,1,0,771843.58
8.0,1.0,3.0,1,1,371522.62
5.0,3.0,1.0,2,1,636210.94
5.0,6.0,3.0,0,0,601838.39
4.0,1.0,1.0,1,1,170197.55
1.0,6.0,4.0,1,2,336056.52
7.0,2.0,3.0,2,1,843680.51
7.0,2.0,2.0,1,2,722492.7
2.0,2.0,1.0,1,0,121288.24
5.0,2.0,2.0,0,0,234184.85
2.0,4.0,2.0,0,2,332371.11
6.0,4.0,3.0,0,1,772264.97
9.0,1.0,2.0,2,2,635630.14
3.0,5.0,1.0,1,2,749827.25
9.0,6.0,3.0,1,1,1742875.36
5.0,5.0,3.0,1,1,912908.95
8.0,1.0,4.0,2,0,417106.28
2.0,4.0,1.0,2,0,266158.63
9.0,2.0,3.0,0,1,485845.32
6.0,4.0,4.0,1,2,1309511.09
7.0,5.0,2.0,2,0,1223848.96
9.0,2.0,1.0,2,1,918704.95
4.0,4.0,2.0,1,0,455270.42
5.0,7.0,2.0,1,1,1310009.53
5.0,7.0,3.0,0,0,704604.97
3.0,2.0,1.0,2,0,218690.52
6.0,3.0,1.0,0,2,749904.25
9.0,2.0,1.0,2,0,646974.18
1.0,4.0,2.0,1,2,213838.04
4.0,3.0,4.0,2,2,799296.45
8.0,6.0,4.0,1,2,2064499.06
6.0,1.0,4.0,0,2,281396.68
8.0,4.0,2.0,2,1,1498574.83
9.0,7.0,3.0,0,1,1653902.58
5.0,7.0,3.0,2,0,1076868.43
8.0,3.0,1.0,1,0,640159.56
1.0,5.0,3.0,1,0,171391.61
2.0,2.0,3.0,1,0,178569.62
4.0,3.0,4.0,2,2,841619.63
3.0,7.0,2.0,2,1,1031898.81
3.0,1.0,4.0,0,2,205839.66
6.0,6.0,2.0,2,2,1969112.98
1.0,1.0,2.0,1,0,65811.4
4.0,7.0,3.0,0,2,967752.98
2.0,7.0,1.0,1,2,671403.29
7.0,4.0,1.0,2,2,1640692.54
2.0,6.0,4.0,2,0,426101.15
6.0,5.0,3.0,1,2,1258819.49
5.0,6.0,2.0,1,0,742020.72
9.0,6.0,3.0,1,2,2638627.85
5.0,7.0,4.0,2,0,1097160.17
5.0,7.0,4.0,0,1,992543.93
8.0,5.0,3.0,2,1,2005898.46
7.0,6.0,4.0,0,0,695065.77
2.0,4.0,1.0,0,0,171334.18
9.0,4.0,2.0,2,2,2498032.39
2.0,2.0,2.0,0,1,130006.62
9.0,5.0,4.0,2,1,2068155.38
3.0,2.0,2.0,2,2,405184.26
8.0,2.0,3.0,2,1,812889.08
2.0,5.0,1.0,2,2,618922.2
2.0,3.0,2.0,1,2,361996.26
2.0,2.0,2.0,1,0,129806.86
8.0,3.0,3.0,2,0,899613.95
6.0,4.0,1.0,0,1,715520.56
4.0,5.0,1.0,1,0,492416.11
2.0,1.0,4.0,1,2,227816.44
3.0,2.0,2.0,1,1,238119.82
8.0,1.0,4.0,0,2,358674.68
3.0,5.0,1.0,2,1,682889.64
9.0,2.0,2.0,2,2,1041412.36
9.0,2.0,3.0,2,1,847484.63
3.0,1.0,4.0,0,0,130699.91
5.0,4.0,3.0,0,2,792999.06
9.0,3.0,4.0,2,0,848686.61
2.0,4.0,2.0,0,1,271511.02
9.0,2.0,1.0,2,2,1207313.77
9.0,4.0,4.0,2,2,2381000.0
4.0,2.0,3.0,0,0,225258.42
5.0,1.0,3.0,2,1,327136.8
1.0,2.0,1.0,2,1,131218.89
3.0,1.0,4.0,2,0,183551.4
3.0,4.0,1.0,1,2,586481.28
8.0,5.0,3.0,2,1,1803406.16
7.0,6.0,1.0,2,0,1417173.56
7.0,7.0,1.0,2,2,3132305.3
9.0,7.0,4.0,0,0,1461056.09
4.0,3.0,3.0,2,1,685735.29
6.0,1.0,1.0,1,1,243281.44
7.0,6.0,1.0,0,0,778492.76
3.0,4.0,4.0,2,2,780700.7
7.0,7.0,3.0,2,2,2888999.38
7.0,7.0,4.0,2,0,1683280.23
6.0,5.0,2.0,1,0,817366.8
9.0,2.0,3.0,1,0,527433.05
8.0,4.0,3.0,2,2,2339189.13
8.0,2.0,2.0,1,0,381653.19
3.0,5.0,4.0,0,1,465848.24
9.0,1.0,2.0,1,1,397294.46
9.0,5.0,3.0,1,1,1819745.49
7.0,3.0,4.0,0,0,468506.12
6.0,3.0,1.0,2,0,560641.4
4.0,6.0,2.0,2,0,849156.05
3.0,6.0,3.0,2,1,909354.29
7.0,5.0,2.0,2,2,2316898.37
7.0,6.0,4.0,2,2,2698964.49
2.0,3.0,2.0,1,1,265024.51
5.0,3.0,2.0,2,1,696136.61
9.0,2.0,1.0,2,1,954688.74
2.0,7.0,3.0,1,0,404505.89
3.0,3.0,3.0,2,0,440315.43
1.0,3.0,3.0,2,1,258061.95
8.0,3.0,1.0,1,2,1019339.36
4.0,7.0,4.0,0,1,937983.17
3.0,4.0,3.0,0,2,503045.09
4.0,4.0,4.0,1,0,467267.24
8.0,2.0,3.0,2,2,1253712.61
6.0,5.0,2.0,2,1,1355748.59
2.0,2.0,3.0,1,0,155841.26
5.0,3.0,2.0,2,0,556176.04
1.0,3.0,4.0,2,1,242143.72
8.0,6.0,1.0,2,0,1585871.67
9.0,6.0,2.0,2,2,2860758.73
7.0,5.0,4.0,1,2,1575928.76
3.0,5.0,4.0,2,0,594113.47
5.0,5.0,3.0,0,1,740172.74
7.0,6.0,3.0,2,2,2667040.87
8.0,5.0,4.0,0,1,985501.32
3.0,1.0,2.0,0,0,89914.42
3.0,2.0,1.0,1,2,346436.66
5.0,6.0,4.0,1,1,1178295.49
4.0,3.0,3.0,2,0,449167.28
4.0,7.0,4.0,1,2,1404152.48
3.0,5.0,3.0,2,1,730324.55
2.0,3.0,3.0,1,0,216642.01
8.0,3.0,1.0,1,0,583402.86
4.0,3.0,4.0,2,0,535167.23
1.0,6.0,2.0,1,1,268667.64
6.0,6.0,3.0,1,2,1804150.42
5.0,7.0,3.0,2,0,1203710.79
6.0,5.0,1.0,1,0,849867.66
4.0,1.0,4.0,1,1,264117.94
7.0,1.0,1.0,2,0,229394.3
7.0,4.0,2.0,0,0,601629.8
4.0,2.0,2.0,0,2,318919.81
4.0,1.0,2.0,1,1,185575.17
1.0,6.0,4.0,2,1,424623.07
2.0,7.0,3.0,1,1,661745.41
5.0,1.0,2.0,2,1,321267.44
3.0,7.0,2.0,1,1,860906.96
6.0,6.0,4.0,2,0,1239410.44
7.0,7.0,1.0,2,0,1737013.59
5.0,4.0,3.0,1,1,631207.83
1.0,4.0,1.0,1,2,206864.27
4.0,4.0,1.0,2,1,802070.98
3.0,3.0,2.0,2,2,712648.48
8.0,2.0,2.0,0,2,628729.76
2.0,3.0,4.0,0,0,163858.82
5.0,7.0,1.0,2,2,1850227.55
8.0,6.0,4.0,2,0,1703198.27
6.0,2.0,3.0,0,2,492704.92
8.0,5.0,1.0,1,2,1807538.74
1.0,6.0,1.0,1,0,150957.05
8.0,4.0,3.0,1,0,983830.16
6.0,3.0,3.0,0,0,355865.38
5.0,7.0,2.0,1,1,1406995.66
3.0,4.0,2.0,0,1,385597.36
9.0,4.0,1.0,0,0,718524.0
5.0,1.0,4.0,1,1,256701.53
9.0,5.0,4.0,2,2,2573323.35
2.0,3.0,4.0,0,0,177501.62
4.0,3.0,2.0,0,0,284787.5
3.0,4.0,1.0,2,1,647165.95
9.0,3.0,4.0,2,2,1964391.1
5.0,3.0,2.0,1,2,698695.72
8.0,2.0,2.0,0,2,616309.8
3.0,7.0,2.0,1,1,794632.59
2.0,6.0,1.0,0,1,360072.85
6.0,2.0,3.0,0,0,303619.98
9.0,6.0,4.0,1,1,1868220.31
9.0,1.0,3.0,0,2,381249.44
5.0,4.0,4.0,0,0,434883.64
4.0,5.0,3.0,2,0,807307.94
9.0,4.0,2.0,1,0,929249.65
7.0,5.0,4.0,2,2,2490458.36
5.0,7.0,2.0,1,0,855101.2
1.0,7.0,2.0,2,2,476767.21
2.0,1.0,2.0,1,1,136582.52
7.0,3.0,3.0,2,1,954748.4
5.0,6.0,4.0,0,0,557618.8
8.0,5.0,3.0,0,0,814412.95
9.0,2.0,2.0,2,2,1140856.85
9.0,5.0,4.0,0,1,1177159.44
1.0,2.0,1.0,2,1,120199.47
7.0,7.0,3.0,0,0,1053456.55
6.0,6.0,2.0,0,0,676872.13
6.0,7.0,1.0,2,2,2689349.09
5.0,2.0,3.0,1,2,500492.87
1.0,4.0,4.0,0,1,197199.76
1.0,5.0,2.0,2,2,366977.93
3.0,5.0,3.0,2,2,1063452.39
9.0,3.0,3.0,0,1,740691.64
4.0,4.0,3.0,2,2,1108784.45
4.0,7.0,3.0,2,2,1570934.29
4.0,3.0,3.0,0,2,544736.58
5.0,5.0,2.0,1,1,948260.54
8.0,2.0,4.0,0,0,383352.16
2.0,5.0,4.0,1,2,618556.53
6.0,1.0,2.0,2,2,394509.58
8.0,1.0,2.0,1,1,278877.44
3.0,6.0,1.0,1,2,756921.08
5.0,2.0,4.0,1,0,337232.61
4.0,3.0,2.0,1,1,489467.59
6.0,2.0,1.0,0,1,341296.55
4.0,1.0,1.0,0,2,164645.98
4.0,6.0,4.0,0,1,758075.46
1.0,3.0,3.0,0,2,181563.72
7.0,1.0,2.0,2,2,536977.27
1.0,1.0,3.0,2,2,166857.45
1.0,2.0,4.0,0,0,98473.7
8.0,3.0,4.0,0,2,1021612.15
3.0,3.0,1.0,0,0,205227.4
4.0,6.0,1.0,1,2,1178226.15
5.0,4.0,4.0,2,0,774191.06
6.0,1.0,1.0,0,2,201634.48
6.0,2.0,1.0,0,1,394441.2
3.0,2.0,3.0,2,1,371605.93
1.0,2.0,2.0,2,2,202886.03
4.0,3.0,4.0,2,2,700621.78
3.0,1.0,4.0,1,2,248374.15
8.0,2.0,2.0,1,2,861936.2
7.0,1.0,3.0,0,2,277549.79
2.0,2.0,4.0,0,0,146175.0
4.0,2.0,2.0,0,1,273974.63
6.0,2.0,2.0,1,2,668255.75
8.0,5.0,1.0,1,2,1892970.09
8.0,4.0,1.0,1,2,1308705.99
3.0,7.0,3.0,1,1,809597.62
9.0,5.0,4.0,2,0,1607744.72
4.0,7.0,2.0,1,2,1283224.15
3.0,4.0,4.0,1,0,338445.16
2.0,3.0,2.0,2,0,233184.25
9.0,2.0,2.0,1,2,843275.23
2.0,5.0,1.0,1,2,503287.05
3.0,5.0,1.0,2,1,633667.8
5.0,7.0,2.0,0,2,1204743.26
4.0,2.0,2.0,2,0,307763.04
2.0,6.0,4.0,2,2,949046.3
8.0,2.0,2.0,1,0,412026.56
4.0,3.0,3.0,0,2,459812.23
8.0,3.0,3.0,0,1,755086.47
1.0,4.0,4.0,0,1,182895.87
5.0,6.0,4.0,2,0,985635.14
8.0,3.0,2.0,1,0,635903.2
3.0,3.0,1.0,0,1,240965.42
7.0,6.0,2.0,2,2,2176408.34
9.0,7.0,3.0,2,0,1910121.18
6.0,3.0,1.0,2,1,787212.22
3.0,7.0,2.0,1,1,777666.96
9.0,5.0,4.0,1,0,1330336.06
3.0,7.0,1.0,0,0,426599.16
4.0,6.0,2.0,0,2,918525.21
4.0,1.0,3.0,0,2,211478.26
9.0,3.0,4.0,0,1,879017.5
3.0,5.0,2.0,1,1,565195.48
4.0,2.0,3.0,2,1,552353.1
6.0,7.0,4.0,2,1,2035885.98
5.0,2.0,4.0,2,1,611599.21
1.0,4.0,1.0,1,0,117001.88
6.0,6.0,1.0,0,0,710043.93
9.0,1.0,4.0,1,2,437488.44
9.0,7.0,4.0,1,2,2512597.02
4.0,2.0,4.0,2,0,345994.78
9.0,7.0,4.0,1,1,2602537.8
9.0,2.0,2.0,2,2,1181838.87
6.0,5.0,4.0,0,2,1262734.75
2.0,3.0,2.0,1,0,175096.64
1.0,4.0,2.0,1,1,191458.95
2.0,7.0,4.0,0,2,628940.14
4.0,7.0,1.0,0,1,808806.98
9.0,5.0,1.0,1,1,1527416.48
5.0,5.0,2.0,2,1,1155116.61
2.0,7.0,4.0,0,2,611099.6
1.0,5.0,1.0,2,2,326878.75
1.0,7.0,2.0,0,2,311683.32
6.0,2.0,2.0,0,1,371294.84
6.0,1.0,2.0,2,2,395531.54
4.0,3.0,1.0,2,2,787169.86
6.0,1.0,2.0,0,0,150009.63
3.0,1.0,1.0,0,0,66919.11
6.0,7.0,1.0,2,0,1336040.54
9.0,5.0,1.0,1,0,1109309.72
9.0,2.0,4.0,1,2,887532.63
1.0,7.0,1.0,0,0,142036.84
3.0,3.0,1.0,1,2,445395.06
2.0,6.0,3.0,2,2,848349.3
4.0,1.0,4.0,1,0,179553.66
3.0,6.0,1.0,0,2,702415.51
2.0,2.0,1.0,0,1,126970.06
9.0,6.0,1.0,0,0,946032.39
8.0,2.0,2.0,2,1,757091.93
2.0,5.0,3.0,1,1,441700.05
4.0,5.0,2.0,2,2,1316220.69
3.0,5.0,3.0,2,1,802020.66
8.0,7.0,2.0,0,2,1908901.44
8.0,2.0,4.0,1,0,489943.64
3.0,2.0,1.0,2,2,393932.88
6.0,2.0,3.0,1,1,405079.48
5.0,7.0,3.0,2,1,1591560.03
2.0,2.0,4.0,1,2,341022.17
4.0,7.0,4.0,0,1,918506.01
1.0,5.0,1.0,1,1,190398.99
5.0,1.0,3.0,0,1,184468.71
7.0,6.0,3.0,0,1,1193212.67
4.0,3.0,4.0,2,1,595128.71
4.0,5.0,4.0,2,0,803793.95
1.0,7.0,3.0,1,2,466789.69
6.0,5.0,3.0,2,0,945195.12
4.0,4.0,3.0,0,2,661923.6
6.0,4.0,3.0,1,1,978896.79
4.0,2.0,2.0,1,0,192859.16
3.0,4.0,3.0,2,0,467047.04
5.0,4.0,1.0,1,1,753418.79
5.0,2.0,2.0,1,1,394800.27
4.0,3.0,3.0,2,2,875647.72
8.0,3.0,1.0,1,1,870529.77
4.0,2.0,1.0,2,2,518019.0
6.0,4.0,2.0,2,2,1556173.47
4.0,6.0,1.0,2,1,1045331.55
4.0,4.0,4.0,2,1,765803.51
2.0,5.0,4.0,0,1,304423.61
7.0,1.0,1.0,2,0,253085.19
2.0,6.0,4.0,2,0,482971.07
7.0,1.0,1.0,2,1,394561.67
6.0,7.0,2.0,2,2,2526397.93
9.0,2.0,4.0,1,1,653356.77
7.0,6.0,3.0,0,1,1280723.98
3.0,1.0,3.0,1,2,221960.9
5.0,4.0,3.0,0,0,468381.4
6.0,7.0,3.0,0,1,1240382.54
3.0,1.0,3.0,0,1,140133.93
2.0,4.0,2.0,1,2,337063.57
1.0,3.0,4.0,1,0,140896.75
5.0,4.0,4.0,1,0,547316.56
2.0,5.0,2.0,1,2,493423.71
8.0,2.0,3.0,2,2,914647.74
3.0,5.0,4.0,0,0,323190.82
1.0,7.0,1.0,2,0,262812.15
8.0,4.0,2.0,1,2,1408583.42
6.0,2.0,1.0,1,2,494770.36
6.0,7.0,1.0,2,2,2684621.4
7.0,4.0,1.0,2,0,844226.06
5.0,1.0,2.0,2,1,312992.59
6.0,5.0,1.0,1,1,1031033.19
7.0,2.0,3.0,0,1,461241.31
1.0,7.0,3.0,2,0,311013.76
5.0,3.0,2.0,2,0,529346.22
3.0,3.0,4.0,0,0,222700.27
9.0,1.0,2.0,0,1,277355.32
5.0,5.0,4.0,2,0,925622.66
1.0,1.0,4.0,1,1,125925.26
4.0,3.0,1.0,1,2,544953.15
9.0,2.0,1.0,1,2,922442.22
2.0,2.0,2.0,2,1,252470.62
1.0,1.0,4.0,1,0,100302.4
1.0,6.0,4.0,1,1,262242.8
1.0,4.0,1.0,0,2,192469.12
9.0,1.0,2.0,0,1,260538.9
3.0,6.0,1.0,0,2,701410.09
4.0,2.0,3.0,0,2,377874.41
7.0,5.0,4.0,1,2,1605342.29
