floors,rooms_per_floor,location,quality,cost
5.0,13.0,0,1,607088.46
5.0,2.0,0,0,71691.27
6.0,7.0,0,2,519773.21
6.0,11.0,1,2,1064540.48
8.0,7.0,2,0,567345.7
2.0,7.0,0,1,125275.57
2.0,7.0,2,0,152317.37
6.0,6.0,0,0,204018.21
5.0,3.0,0,2,185125.49
5.0,13.0,0,0,405473.9
7.0,10.0,1,1,753513.1
3.0,8.0,2,0,287855.0
6.0,13.0,1,1,929995.79
1.0,2.0,2,0,19129.8
8.0,7.0,2,0,542462.4
7.0,5.0,0,0,212263.63
6.0,13.0,1,2,1273046.4
7.0,13.0,1,1,1000669.58
4.0,2.0,0,0,52119.65
6.0,2.0,0,2,152248.57
4.0,5.0,1,2,263448.3
5.0,11.0,0,1,446380.59
1.0,4.0,0,0,28178.79
6.0,8.0,1,1,550573.41
9.0,9.0,1,2,1166135.82
3.0,6.0,1,0,156239.31
1.0,2.0,1,0,15409.13
4.0,11.0,0,2,540556.72
1.0,8.0,1,2,116369.58
9.0,10.0,1,2,1466281.66
1.0,7.0,1,0,56344.09
7.0,10.0,2,2,1509992.67
6.0,11.0,1,2,1170687.9
2.0,14.0,1,2,449231.66
4.0,14.0,2,2,1152346.12
4.0,5.0,1,0,165856.97
3.0,3.0,2,1,120256.95
2.0,6.0,2,2,235657.16
9.0,11.0,2,2,2120676.59
3.0,10.0,0,1,266799.37
5.0,5.0,0,2,270078.92
9.0,14.0,2,0,1187462.09
9.0,2.0,1,1,218718.68
2.0,7.0,2,0,137835.13
1.0,10.0,0,2,115581.49
1.0,9.0,1,1,117030.73
7.0,14.0,0,2,1262564.23
9.0,9.0,0,1,743638.42
4.0,14.0,2,1,845554.09
8.0,14.0,2,1,1664029.73
8.0,7.0,2,1,792474.75
7.0,7.0,0,1,446999.51
6.0,3.0,0,0,124937.52
9.0,6.0,0,2,693247.92
6.0,14.0,2,2,1734277.79
7.0,9.0,2,1,896993.25
9.0,14.0,2,0,1375681.18
5.0,7.0,1,0,252546.47
1.0,12.0,2,0,108580.84
5.0,10.0,2,1,691483.2
6.0,6.0,0,0,236597.96
4.0,11.0,2,2,806123.1
7.0,12.0,1,1,911321.71
4.0,12.0,2,0,482001.79
3.0,5.0,2,1,226690.51
6.0,13.0,2,0,757342.32
8.0,9.0,2,0,712673.36
1.0,13.0,0,2,161092.72
5.0,12.0,1,0,472225.09
5.0,3.0,2,1,185980.34
5.0,14.0,0,0,485202.34
1.0,12.0,2,2,205957.85
8.0,10.0,1,0,627273.98
7.0,11.0,0,2,998577.29
7.0,5.0,0,1,302956.25
4.0,3.0,2,0,135873.42
4.0,5.0,1,2,299259.55
5.0,7.0,0,2,441809.53
4.0,3.0,1,2,177631.53
6.0,2.0,1,2,190206.29
7.0,4.0,2,0,321698.64
5.0,8.0,0,0,273274.11
9.0,13.0,0,1,882781.26
1.0,4.0,0,1,34314.32
6.0,7.0,1,1,480812.03
4.0,4.0,0,1,134189.24
9.0,8.0,0,2,803807.29
3.0,3.0,0,1,76950.59
2.0,13.0,2,1,390699.41
6.0,5.0,2,2,610693.78
8.0,10.0,0,2,924969.81
1.0,4.0,1,1,42815.78
5.0,4.0,1,1,215716.11
2.0,14.0,0,1,254371.45
4.0,10.0,1,0,279257.53
1.0,12.0,1,1,143783.01
6.0,10.0,0,1,499380.0
5.0,4.0,2,2,366313.47
1.0,9.0,0,2,110189.61
1.0,9.0,0,0,57485.62
5.0,14.0,1,0,619933.08
4.0,13.0,1,1,653703.33
1.0,12.0,0,1,112247.82
9.0,10.0,2,0,950347.51
8.0,4.0,2,2,609566.56
3.0,11.0,2,1,409128.21
5.0,13.0,0,1,601045.14
4.0,13.0,0,1,478925.56
7.0,3.0,2,2,443075.84
9.0,14.0,0,2,1280251.03
2.0,4.0,2,1,127594.79
6.0,14.0,2,2,1476541.79
8.0,11.0,0,0,602701.39
9.0,10.0,1,2,1251468.59
3.0,8.0,1,2,340638.99
1.0,3.0,2,2,63790.29
6.0,10.0,2,2,1135849.42
4.0,12.0,0,2,568858.83
2.0,11.0,1,2,341357.41
4.0,10.0,0,0,238779.61
8.0,6.0,1,2,763576.33
5.0,14.0,2,2,1373777.59
3.0,13.0,0,0,267208.96
1.0,7.0,2,2,142419.05
3.0,7.0,1,0,182341.23
7.0,8.0,0,0,335340.67
5.0,10.0,1,2,774211.99
3.0,8.0,1,1,283579.24
1.0,4.0,1,2,62523.54
2.0,5.0,0,0,65142.93
7.0,9.0,1,0,468424.57
2.0,2.0,0,0,24071.99
3.0,4.0,2,2,244838.1
6.0,9.0,0,2,650378.45
6.0,5.0,2,0,327473.88
3.0,14.0,1,1,501880.09
8.0,9.0,2,1,1081944.46
4.0,10.0,1,2,649862.88
9.0,4.0,1,1,431661.77
5.0,9.0,2,1,629586.5
9.0,7.0,1,0,532794.1
8.0,7.0,2,1,760903.06
1.0,10.0,0,0,66435.07
5.0,13.0,2,2,1243923.13
1.0,2.0,1,2,29486.85
2.0,6.0,1,0,101056.52
2.0,13.0,0,0,170951.33
5.0,4.0,0,1,161539.14
3.0,2.0,2,2,114259.05
8.0,14.0,1,1,1201034.26
6.0,9.0,0,2,650073.04
8.0,11.0,1,0,663078.68
2.0,12.0,2,2,445879.06
1.0,7.0,1,0,53042.49
8.0,3.0,2,1,318309.7
4.0,5.0,1,2,296014.2
7.0,5.0,2,0,363146.87
8.0,4.0,2,2,632521.58
6.0,3.0,1,2,275383.48
4.0,6.0,0,0,147641.34
3.0,5.0,1,1,165639.24
2.0,13.0,0,0,161453.9
3.0,10.0,1,0,245350.77
6.0,5.0,2,0,322509.32
4.0,11.0,1,2,653979.87
4.0,7.0,0,0,188357.69
1.0,5.0,2,1,74196.27
6.0,4.0,2,0,281401.4
4.0,14.0,2,1,855071.03
3.0,3.0,0,1,73616.14
6.0,2.0,2,1,171629.77
3.0,8.0,1,1,265033.24
1.0,7.0,1,2,96752.37
8.0,11.0,2,2,1773777.69
4.0,10.0,2,1,579064.99
4.0,3.0,1,2,203206.59
9.0,9.0,0,1,735547.44
8.0,12.0,2,0,862058.63
7.0,9.0,0,0,366449.96
9.0,6.0,1,0,415309.16
3.0,11.0,1,2,559380.2
4.0,14.0,0,0,423096.71
6.0,12.0,1,0,557441.94
6.0,13.0,2,1,977286.74
8.0,2.0,0,0,97025.1
1.0,4.0,0,0,24981.36
4.0,13.0,1,2,693224.89
5.0,2.0,2,0,91501.38
1.0,2.0,2,1,32260.56
8.0,7.0,2,1,833794.09
5.0,7.0,0,1,240947.53
7.0,3.0,2,1,294416.9
2.0,6.0,2,2,208508.0
1.0,5.0,0,1,49590.46
5.0,5.0,2,2,504937.77
5.0,7.0,2,1,479963.38
7.0,7.0,0,0,321482.97
5.0,11.0,2,1,647106.16
2.0,13.0,0,0,153916.92
7.0,8.0,2,1,873497.88
9.0,2.0,0,1,167428.5
8.0,11.0,2,0,982074.73
7.0,13.0,2,1,1258859.9
9.0,6.0,2,1,789700.63
9.0,14.0,2,2,2507520.91
1.0,9.0,0,1,84108.03
5.0,7.0,1,2,538605.0
7.0,8.0,0,0,383034.73
6.0,8.0,2,2,894715.1
3.0,10.0,0,0,181066.89
5.0,11.0,0,1,488806.53
4.0,11.0,1,1,474345.27
3.0,8.0,0,1,212524.28
8.0,5.0,2,0,461225.58
7.0,14.0,1,0,808838.21
3.0,5.0,2,0,154633.03
5.0,3.0,1,2,240878.19
3.0,11.0,0,0,209469.2
6.0,8.0,1,2,648721.75
5.0,12.0,2,0,568477.83
3.0,6.0,1,2,272774.81
6.0,8.0,0,0,311698.54
6.0,4.0,2,0,221025.49
9.0,4.0,2,1,478186.05
5.0,12.0,0,1,473466.54
8.0,11.0,0,1,745460.58
8.0,14.0,0,1,922112.79
9.0,4.0,0,2,462090.81
3.0,4.0,0,1,104100.38
1.0,2.0,1,2,29287.25
9.0,11.0,2,2,1851784.9
4.0,9.0,2,1,462829.21
7.0,13.0,1,1,957886.02
4.0,9.0,2,1,483248.4
2.0,7.0,0,1,110663.95
4.0,14.0,2,0,581450.38
6.0,11.0,2,0,710895.29
9.0,12.0,1,0,855229.16
6.0,11.0,2,1,968953.32
8.0,3.0,0,1,201282.2
2.0,5.0,2,1,130478.3
2.0,5.0,0,0,57943.93
1.0,7.0,1,1,68881.25
1.0,10.0,2,2,189504.96
2.0,11.0,1,1,237695.36
5.0,6.0,0,1,272310.17
6.0,10.0,1,1,639243.9
2.0,9.0,2,2,383899.91
1.0,5.0,0,1,45553.46
8.0,10.0,0,2,940364.52
8.0,10.0,0,1,715272.33
5.0,13.0,0,2,751156.98
2.0,14.0,1,1,304963.07
6.0,7.0,2,0,420920.23
9.0,2.0,1,0,139248.49
1.0,9.0,2,1,136229.04
2.0,9.0,0,1,146238.21
5.0,6.0,0,2,361085.08
7.0,2.0,1,2,182430.33
3.0,4.0,1,2,173444.59
9.0,3.0,2,2,490166.79
9.0,2.0,2,1,259400.98
6.0,13.0,0,2,912517.99
4.0,3.0,2,2,203630.84
2.0,6.0,1,2,184392.89
4.0,2.0,2,2,154756.97
7.0,11.0,0,2,899493.6
5.0,13.0,2,2,1224651.47
4.0,6.0,1,2,330008.73
1.0,13.0,1,1,151276.04
4.0,14.0,1,2,894149.74
3.0,10.0,2,1,456299.47
8.0,7.0,1,0,442042.75
6.0,13.0,0,1,693019.3
4.0,7.0,0,1,261663.57
5.0,2.0,0,0,62147.39
5.0,10.0,1,1,459029.54
2.0,12.0,1,0,198038.57
7.0,5.0,0,0,202285.4
8.0,9.0,1,1,746431.69
2.0,3.0,0,0,28590.91
4.0,2.0,0,0,45793.3
5.0,10.0,0,2,636377.83
6.0,8.0,2,0,533269.18
5.0,14.0,0,1,622270.27
5.0,13.0,1,2,912949.42
7.0,2.0,2,0,157202.22
2.0,3.0,2,1,84963.29
8.0,10.0,2,2,1513772.05
3.0,4.0,0,2,150738.3
7.0,7.0,1,1,506972.05
4.0,2.0,1,2,121739.59
2.0,9.0,1,0,136017.87
5.0,13.0,1,1,728018.85
6.0,12.0,2,1,994059.89
1.0,4.0,1,0,28353.54
9.0,5.0,2,0,428647.09
6.0,9.0,0,0,351511.57
1.0,3.0,1,2,42793.81
8.0,12.0,2,0,984500.53
1.0,12.0,1,2,175565.96
2.0,2.0,1,0,29807.07
9.0,5.0,2,2,828110.29
4.0,14.0,0,1,461265.26
6.0,5.0,0,1,266537.36
2.0,11.0,1,1,227572.74
8.0,2.0,0,0,104281.01
5.0,8.0,2,2,759967.41
6.0,8.0,1,1,613277.65
7.0,14.0,2,2,1941500.94
8.0,6.0,1,0,318547.4
8.0,5.0,2,0,404925.68
9.0,13.0,0,2,1511281.97
4.0,3.0,0,1,106327.7
9.0,8.0,2,2,1475882.33
9.0,11.0,0,0,545108.59
5.0,14.0,1,1,734985.87
6.0,5.0,0,0,206463.21
8.0,6.0,0,2,526909.5
9.0,2.0,0,1,158072.96
1.0,7.0,2,0,74242.91
3.0,3.0,0,0,55574.63
2.0,4.0,1,2,121658.84
5.0,14.0,0,2,854203.71
7.0,10.0,1,1,806100.54
6.0,13.0,1,2,1246497.77
1.0,12.0,1,1,134168.62
7.0,8.0,1,2,925056.22
8.0,12.0,0,2,1218814.15
5.0,14.0,1,0,545115.22
3.0,7.0,2,0,233190.46
4.0,6.0,2,2,507964.4
9.0,2.0,1,0,136402.87
4.0,2.0,2,1,121142.69
3.0,4.0,1,2,186865.43
5.0,6.0,0,1,245920.63
2.0,3.0,0,1,46552.69
9.0,11.0,0,2,1282536.11
1.0,10.0,1,0,72262.17
6.0,10.0,2,2,1097372.06
5.0,4.0,2,1,286840.86
6.0,13.0,0,2,962832.98
8.0,2.0,2,0,171207.33
3.0,8.0,0,1,196382.7
7.0,6.0,2,1,591381.61
4.0,6.0,1,1,252391.87
6.0,13.0,1,0,597466.33
5.0,13.0,0,0,423198.76
3.0,12.0,2,2,623688.58
9.0,14.0,2,2,2551218.53
8.0,6.0,2,2,857629.79
9.0,6.0,0,2,710246.13
9.0,10.0,1,2,1286668.86
8.0,14.0,2,2,2138088.23
2.0,7.0,2,2,262606.33
1.0,8.0,0,0,45861.38
8.0,5.0,1,1,461002.48
3.0,8.0,1,0,232777.7
9.0,6.0,0,0,367588.36
4.0,3.0,1,2,190052.06
5.0,8.0,2,0,344659.99
4.0,3.0,2,2,252371.61
2.0,7.0,1,2,216363.67
5.0,4.0,2,2,425320.01
8.0,6.0,2,0,550359.67
2.0,12.0,0,1,234260.61
7.0,12.0,0,2,1134294.88
8.0,6.0,0,0,271993.79
5.0,5.0,1,1,260913.41
4.0,8.0,1,1,355293.03
2.0,11.0,1,0,176312.95
1.0,11.0,0,0,79233.3
4.0,11.0,1,1,498651.69
8.0,11.0,2,0,957956.06
4.0,2.0,1,0,54834.86
8.0,7.0,2,1,760466.34
7.0,10.0,2,2,1486313.63
3.0,7.0,2,0,220788.82
1.0,10.0,1,0,88724.08
5.0,8.0,2,2,722338.89
7.0,3.0,1,2,297404.01
6.0,13.0,0,2,916111.05
6.0,12.0,1,1,778730.6
1.0,5.0,1,1,55928.89
8.0,12.0,1,0,766246.35
3.0,10.0,0,0,180254.7
4.0,7.0,2,1,377316.69
6.0,8.0,1,2,778174.56
9.0,8.0,0,2,933319.72
9.0,5.0,1,2,714789.0
1.0,9.0,1,1,103651.63
7.0,10.0,0,1,715620.61
9.0,9.0,0,2,984191.06
7.0,4.0,2,2,552926.12
7.0,7.0,2,2,1031755.02
4.0,3.0,0,1,109702.5
7.0,4.0,0,1,244277.1
2.0,13.0,0,2,318743.77
7.0,10.0,1,1,692168.73
7.0,9.0,2,2,1241702.81
3.0,8.0,2,2,536923.02
3.0,12.0,0,1,319344.17
8.0,13.0,2,2,1969218.92
3.0,2.0,0,0,44118.74
6.0,12.0,0,2,875873.72
1.0,14.0,1,1,161340.93
5.0,14.0,1,1,779875.5
4.0,8.0,2,0,321410.83
1.0,8.0,0,2,95877.92
7.0,8.0,1,1,568232.83
2.0,11.0,1,0,197342.48
7.0,4.0,1,1,299751.2
3.0,6.0,1,1,185317.8
3.0,7.0,1,0,169002.68
6.0,11.0,1,0,551504.89
9.0,8.0,0,2,806403.57
1.0,13.0,1,2,201608.51
9.0,12.0,1,1,1141536.61
1.0,6.0,0,0,37513.01
3.0,12.0,0,0,252546.89
2.0,7.0,2,0,149491.59
1.0,3.0,1,2,40921.3
8.0,6.0,2,2,951363.76
9.0,8.0,1,1,729048.98
3.0,13.0,0,0,249316.65
9.0,7.0,0,1,552419.74
9.0,12.0,1,1,1042840.67
6.0,9.0,0,1,494010.34
3.0,2.0,0,2,70559.71
5.0,5.0,0,2,326366.1
7.0,5.0,2,1,485116.49
1.0,8.0,1,0,56719.45
3.0,11.0,0,0,198011.56
7.0,14.0,1,1,1171137.1
8.0,12.0,0,1,825045.23
5.0,14.0,1,0,561399.65
6.0,6.0,2,0,373830.14
9.0,9.0,1,2,1221864.64
6.0,6.0,0,0,240170.08
1.0,7.0,1,1,85577.45
1.0,10.0,2,1,145815.82
7.0,9.0,1,2,922753.02
3.0,10.0,1,1,322187.71
5.0,11.0,1,0,430346.85
7.0,9.0,0,1,605514.25
2.0,7.0,2,0,136181.28
4.0,3.0,0,0,71135.73
7.0,11.0,2,2,1488017.89
7.0,9.0,2,2,1154338.53
3.0,10.0,0,1,242761.47
6.0,5.0,0,0,189143.34
6.0,7.0,1,1,440921.28
3.0,3.0,1,1,97658.06
6.0,8.0,1,2,593202.8
1.0,11.0,1,0,87519.69
3.0,12.0,2,2,699217.51
6.0,14.0,2,0,842050.37
8.0,12.0,1,1,851423.99
5.0,3.0,1,2,200985.9
3.0,5.0,1,2,247596.45
1.0,14.0,0,1,142213.1
7.0,4.0,2,1,341243.69
7.0,11.0,2,1,1140368.79
8.0,6.0,1,2,815163.15
8.0,4.0,2,2,627221.58
8.0,10.0,0,2,867448.38
2.0,3.0,0,0,41356.79
2.0,8.0,1,2,217247.47
4.0,6.0,2,2,491089.71
2.0,12.0,1,2,380522.09
1.0,9.0,2,1,125524.58
7.0,7.0,0,0,320055.63
1.0,2.0,0,1,17156.76
8.0,2.0,1,0,126030.46
7.0,12.0,0,2,908857.75
6.0,2.0,1,0,99655.05
7.0,14.0,1,0,697316.25
2.0,14.0,2,0,314274.92
3.0,6.0,2,1,272139.49
6.0,10.0,1,0,509326.86
4.0,6.0,1,1,241857.82
3.0,14.0,1,0,372697.0
3.0,8.0,1,0,197976.36
1.0,14.0,1,0,102164.61
7.0,3.0,2,1,276637.19
1.0,13.0,0,2,153586.79
1.0,14.0,1,0,101901.47
5.0,8.0,1,1,433328.07
7.0,13.0,0,2,1008652.3
4.0,7.0,2,0,292544.52
3.0,5.0,2,0,158981.12
8.0,11.0,2,0,989790.08
4.0,3.0,0,2,168434.69
6.0,3.0,1,2,254382.61
3.0,5.0,0,0,93170.89
9.0,4.0,2,1,579256.97
6.0,5.0,2,0,296451.2
7.0,11.0,0,2,965050.28
5.0,2.0,2,2,199345.5
4.0,4.0,1,2,242736.38
6.0,9.0,1,2,889552.58
6.0,4.0,1,1,282131.99
1.0,9.0,0,1,86032.79
1.0,7.0,0,2,94504.71
2.0,4.0,0,0,51480.03
6.0,4.0,2,2,495433.76
8.0,5.0,1,1,509163.45
4.0,13.0,2,1,656735.41
3.0,10.0,0,2,376187.59
1.0,2.0,1,0,15853.46
3.0,12.0,1,0,294102.74
9.0,3.0,2,0,257844.96
2.0,2.0,1,1,40425.19
7.0,9.0,1,0,456700.13
2.0,5.0,0,0,57953.63
5.0,6.0,0,1,248810.75
7.0,6.0,1,2,672612.37
4.0,3.0,2,1,147259.1
6.0,10.0,2,2,1172106.28
2.0,8.0,0,1,135408.84
2.0,2.0,2,1,52711.72
7.0,11.0,1,0,681418.27
8.0,4.0,1,2,495141.05
9.0,10.0,2,1,1251873.71
2.0,6.0,1,2,186418.61
1.0,5.0,1,1,52719.2
2.0,4.0,0,0,44356.58
2.0,14.0,2,1,417146.44
2.0,8.0,2,1,218752.63
2.0,11.0,2,1,333069.13
6.0,8.0,2,1,755595.17
1.0,11.0,2,0,116308.25
7.0,2.0,0,1,136234.68
7.0,2.0,2,1,208444.49
5.0,6.0,2,2,551671.46
3.0,14.0,2,2,866079.88
3.0,4.0,0,1,88969.4
5.0,2.0,1,2,151620.54
6.0,14.0,1,0,617158.43
3.0,6.0,0,2,208820.47
7.0,12.0,2,0,886328.02
9.0,8.0,2,0,736092.51
6.0,13.0,1,1,780472.79
3.0,4.0,2,2,231457.6
7.0,12.0,2,1,1256918.04
4.0,4.0,1,1,171160.54
2.0,14.0,2,1,424969.92
7.0,4.0,2,0,275776.77
6.0,13.0,0,1,716745.39
7.0,12.0,1,0,695044.37
7.0,10.0,0,0,428078.32
8.0,9.0,0,0,455029.82
7.0,9.0,1,0,473785.45
4.0,13.0,2,2,1215820.63
8.0,14.0,2,1,1624129.75
1.0,4.0,2,1,61110.97
9.0,14.0,0,2,1499663.45
8.0,5.0,2,2,803138.42
8.0,5.0,0,2,513869.83
2.0,12.0,2,1,363180.62
3.0,8.0,2,1,350730.74
4.0,2.0,2,0,88508.97
4.0,12.0,2,1,779017.38
4.0,13.0,0,2,598562.51
9.0,5.0,0,0,291011.26
2.0,3.0,2,0,60695.32
4.0,11.0,1,0,370629.46
1.0,13.0,0,1,110939.76
4.0,7.0,1,0,243806.99
3.0,5.0,0,1,140771.04
9.0,10.0,2,0,1000059.68
8.0,6.0,0,2,571505.5
3.0,2.0,1,2,84334.78
1.0,4.0,1,1,44309.71
4.0,9.0,0,1,320092.18
2.0,9.0,1,2,278094.07
3.0,10.0,2,2,552246.52
5.0,6.0,2,2,581295.22
6.0,9.0,1,2,741552.64
2.0,9.0,2,0,204561.85
9.0,7.0,2,0,608746.81
8.0,3.0,2,1,370295.77
5.0,11.0,2,0,563030.38
5.0,6.0,2,1,422847.34
6.0,12.0,1,1,787548.12
7.0,4.0,1,1,308552.62
5.0,13.0,2,1,903756.18
4.0,12.0,1,1,590627.88
4.0,4.0,2,1,234937.36
8.0,12.0,2,0,1111426.82
6.0,11.0,0,2,744853.96
9.0,8.0,1,1,656906.57
8.0,12.0,2,0,946790.87
1.0,12.0,1,1,133003.47
8.0,10.0,0,0,478127.24
6.0,7.0,1,1,431564.9
3.0,5.0,0,2,162415.51
4.0,10.0,2,2,728067.3
9.0,14.0,0,1,1068911.07
1.0,13.0,2,0,130515.35
3.0,4.0,2,1,175979.83
6.0,5.0,0,2,376524.86
6.0,13.0,1,0,565897.53
1.0,11.0,1,1,126360.96
5.0,14.0,0,0,454937.23
7.0,13.0,0,2,1078197.3
8.0,12.0,0,0,659652.32
9.0,11.0,2,1,1465968.19
8.0,14.0,0,0,628819.02
6.0,14.0,2,0,999360.5
8.0,2.0,2,1,214072.07
6.0,14.0,1,0,658811.37
4.0,8.0,2,1,455140.1
9.0,7.0,0,2,755551.27
6.0,13.0,1,1,732478.16
4.0,11.0,2,1,573024.1
6.0,11.0,1,1,680038.32
9.0,13.0,1,1,1287470.0
1.0,13.0,0,1,101481.35
2.0,4.0,1,0,56197.48
7.0,8.0,0,1,509087.84
8.0,6.0,1,0,410205.39
9.0,5.0,0,2,504205.98
4.0,3.0,2,1,185970.61
2.0,7.0,2,0,158613.66
9.0,5.0,2,2,987392.04
7.0,10.0,0,2,805309.29
1.0,5.0,2,1,67809.22
8.0,3.0,1,2,362723.01
5.0,14.0,1,2,1064511.8
8.0,5.0,2,1,584587.49
7.0,14.0,0,0,715893.03
1.0,5.0,2,0,55883.85
4.0,9.0,1,2,537295.15
9.0,13.0,1,1,1183202.05
3.0,7.0,2,1,300844.25
5.0,9.0,0,2,563176.6
9.0,11.0,0,2,1159308.08
9.0,5.0,2,2,968953.87
8.0,10.0,0,0,530656.59
2.0,11.0,0,0,146867.3
6.0,14.0,0,0,576499.17
2.0,9.0,0,0,103305.43
3.0,12.0,1,0,313333.79
8.0,11.0,1,2,1221085.69
8.0,8.0,1,1,742007.08
2.0,12.0,0,2,276039.24
7.0,9.0,2,2,1095752.32
2.0,10.0,0,0,132571.17
9.0,8.0,2,0,865013.77
5.0,13.0,2,2,1322899.4
9.0,10.0,1,0,687528.63
2.0,13.0,2,1,353501.22
7.0,3.0,0,2,245677.13
2.0,5.0,0,0,63593.21
1.0,8.0,0,0,47019.12
6.0,3.0,0,1,166701.59
9.0,7.0,1,0,519182.23
8.0,13.0,0,0,718731.49
7.0,7.0,1,1,586873.59
2.0,2.0,2,1,54084.41
2.0,3.0,1,2,78905.86
1.0,7.0,1,0,57288.76
7.0,13.0,0,1,759329.2
2.0,5.0,0,1,83078.59
8.0,3.0,1,1,318624.11
1.0,14.0,0,0,91385.4
2.0,4.0,1,0,67422.29
3.0,5.0,1,1,170061.32
3.0,8.0,0,1,200313.67
3.0,10.0,0,2,391214.11
9.0,4.0,2,0,391045.32
6.0,9.0,1,1,606513.46
1.0,12.0,0,2,126966.84
4.0,5.0,2,2,393198.55
9.0,13.0,1,1,1271349.74
6.0,7.0,0,2,464553.49
8.0,9.0,0,0,427340.33
4.0,5.0,2,0,209437.72
4.0,4.0,1,0,144359.86
3.0,9.0,1,1,306669.49
9.0,8.0,2,2,1407188.86
3.0,2.0,1,1,58895.65
6.0,11.0,0,1,540632.49
8.0,10.0,0,1,754324.11
5.0,14.0,1,0,590900.59
3.0,5.0,1,2,214463.84
6.0,13.0,1,2,1264627.89
9.0,3.0,1,1,279545.93
1.0,12.0,2,1,169682.48
5.0,13.0,2,0,666172.21
8.0,7.0,1,1,655806.81
2.0,13.0,0,2,306320.73
7.0,11.0,1,1,933861.08
9.0,14.0,1,2,1843868.29
7.0,10.0,0,0,462628.91
3.0,7.0,0,1,192780.36
3.0,14.0,1,0,306162.81
9.0,14.0,2,0,1149314.24
8.0,2.0,0,1,136436.15
5.0,12.0,0,1,517509.37
3.0,6.0,2,0,177468.73
1.0,12.0,1,0,104012.25
2.0,13.0,2,1,346140.56
4.0,14.0,1,2,779642.37
1.0,6.0,0,0,41474.54
9.0,2.0,0,2,227322.09
3.0,13.0,1,0,321892.8
5.0,5.0,0,0,161796.01
5.0,11.0,2,1,818543.39
4.0,11.0,1,2,741551.65
9.0,6.0,2,0,567639.23
2.0,14.0,0,0,163690.99
9.0,11.0,0,1,925517.8
1.0,3.0,2,1,43989.96
2.0,11.0,0,0,139143.48
4.0,12.0,0,2,613112.64
6.0,10.0,1,2,951941.23
9.0,6.0,1,0,405116.86
9.0,2.0,2,0,193242.95
5.0,2.0,0,0,70721.35
8.0,5.0,1,1,398035.59
5.0,8.0,0,2,480664.31
2.0,6.0,0,2,141015.97
5.0,12.0,1,0,496909.91
9.0,7.0,2,1,983937.14
5.0,4.0,1,0,131034.8
2.0,14.0,0,1,275920.06
3.0,3.0,2,1,141595.63
7.0,6.0,0,1,359746.26
8.0,8.0,1,2,1060723.08
5.0,11.0,2,0,593500.53
2.0,3.0,0,0,42792.45
9.0,4.0,2,1,534298.2
9.0,10.0,0,2,1217980.95
1.0,3.0,0,1,27969.98
8.0,2.0,2,0,145676.11
3.0,5.0,2,0,168447.41
4.0,3.0,2,1,171274.78
5.0,10.0,0,2,667612.13
8.0,12.0,1,2,1531437.75
8.0,13.0,2,0,1148766.35
1.0,8.0,2,0,80666.28
6.0,5.0,1,2,444796.63
5.0,4.0,2,1,305752.41
7.0,2.0,0,0,87195.04
2.0,2.0,0,1,31304.43
5.0,11.0,0,0,335020.2
5.0,3.0,2,2,266244.16
6.0,10.0,2,1,802534.21
1.0,11.0,2,1,130406.5
6.0,13.0,0,1,778871.16
5.0,4.0,2,1,319916.43
7.0,4.0,1,0,216534.94
9.0,7.0,0,2,758714.74
2.0,4.0,0,0,47270.32
1.0,9.0,1,1,113119.54
9.0,11.0,1,1,1164987.01
7.0,5.0,2,2,700621.46
4.0,13.0,1,0,461278.04
7.0,3.0,0,1,191471.12
8.0,7.0,2,2,1089981.2
7.0,11.0,1,2,1224506.82
8.0,8.0,1,0,543714.44
7.0,11.0,1,1,904799.94
7.0,9.0,0,0,422382.73
3.0,12.0,2,0,405780.52
9.0,2.0,2,1,249393.18
9.0,4.0,0,0,221451.79
5.0,4.0,0,2,230977.73
9.0,4.0,0,0,241963.75
6.0,8.0,1,1,591179.7
8.0,10.0,0,0,489076.8
1.0,7.0,2,0,70443.4
7.0,13.0,1,0,684989.14
5.0,10.0,1,2,713142.44
5.0,3.0,1,1,163788.97
9.0,14.0,1,2,1948501.98
5.0,14.0,0,1,620153.37
1.0,3.0,0,2,39846.33
7.0,12.0,0,0,523354.94
5.0,3.0,0,1,137221.15
7.0,3.0,0,0,140134.91
1.0,10.0,1,1,112852.93
7.0,9.0,2,2,1172271.76
8.0,11.0,1,0,771617.92
7.0,6.0,0,2,463479.65
4.0,9.0,2,1,495893.89
2.0,8.0,1,0,124608.15
4.0,5.0,1,1,205025.24
9.0,13.0,0,1,975256.81
7.0,13.0,1,2,1362451.51
9.0,7.0,1,2,981245.25
8.0,14.0,1,0,940208.04
7.0,10.0,0,2,930524.49
4.0,7.0,2,1,425423.37
8.0,9.0,1,1,749201.63
7.0,2.0,1,1,159773.49
5.0,13.0,0,0,399977.6
5.0,9.0,0,2,570650.91
3.0,5.0,1,0,114208.36
6.0,6.0,1,1,352033.16
8.0,14.0,1,0,940925.78
3.0,3.0,1,1,101770.85
2.0,5.0,0,1,87766.81
6.0,11.0,1,1,736686.43
9.0,12.0,1,2,1628288.72
6.0,8.0,2,0,490282.23
2.0,5.0,0,0,69059.85
5.0,13.0,1,0,557521.36
9.0,2.0,1,1,181145.49
5.0,9.0,1,1,456142.73
6.0,11.0,0,0,426757.3
1.0,4.0,2,0,42119.09
8.0,14.0,1,1,1243834.14
1.0,10.0,0,0,72526.75
7.0,8.0,2,2,1015096.2
